Timestamp;CO2 ppm
2023-06-22 17:02:35.808260;674
2023-06-22 17:02:36.309042;668
2023-06-22 17:02:36.805987;668
2023-06-22 17:02:37.300957;664
2023-06-22 17:02:37.803777;664
2023-06-22 17:02:38.308372;661
2023-06-22 17:02:38.799932;661
2023-06-22 17:02:39.312708;660
2023-06-22 17:02:39.813068;660
2023-06-22 17:02:40.312507;657
2023-06-22 17:02:40.799710;657
2023-06-22 17:02:41.308000;656
2023-06-22 17:02:41.812477;656
2023-06-22 17:02:42.300046;654
2023-06-22 17:02:42.803172;654
2023-06-22 17:02:43.306478;653
2023-06-22 17:02:43.809339;653
2023-06-22 17:02:44.304144;652
2023-06-22 17:02:44.804383;652
2023-06-22 17:02:45.306326;649
2023-06-22 17:02:45.798974;649
2023-06-22 17:02:46.313755;647
2023-06-22 17:02:46.800853;647
2023-06-22 17:02:47.312781;645
2023-06-22 17:02:47.798525;645
2023-06-22 17:02:48.303755;643
2023-06-22 17:02:48.812658;643
2023-06-22 17:02:49.306612;640
2023-06-22 17:02:49.803830;640
2023-06-22 17:02:50.303741;637
2023-06-22 17:02:50.807585;637
2023-06-22 17:02:51.305804;634
2023-06-22 17:02:51.799984;634
2023-06-22 17:02:52.302292;632
2023-06-22 17:02:52.797942;632
2023-06-22 17:02:53.312661;629
2023-06-22 17:02:53.812470;629
2023-06-22 17:02:54.312543;627
2023-06-22 17:02:54.799860;627
2023-06-22 17:02:55.312525;625
2023-06-22 17:02:55.800795;625
2023-06-22 17:02:56.301149;624
2023-06-22 17:02:56.799388;624
2023-06-22 17:02:57.311521;622
2023-06-22 17:02:57.798142;622
2023-06-22 17:02:58.300394;621
2023-06-22 17:02:58.803017;621
2023-06-22 17:02:59.300038;620
2023-06-22 17:02:59.815023;620
2023-06-22 17:03:00.312967;619
2023-06-22 17:03:00.812998;619
2023-06-22 17:03:01.304094;617
2023-06-22 17:03:01.803615;617
2023-06-22 17:03:02.310016;616
2023-06-22 17:03:02.812922;616
2023-06-22 17:03:03.312757;615
2023-06-22 17:03:03.812747;615
2023-06-22 17:03:04.312480;614
2023-06-22 17:03:04.799249;614
2023-06-22 17:03:05.300627;612
2023-06-22 17:03:05.799697;612
2023-06-22 17:03:06.307212;610
2023-06-22 17:03:06.801920;610
2023-06-22 17:03:07.312772;609
2023-06-22 17:03:07.810481;609
2023-06-22 17:03:08.303845;607
2023-06-22 17:03:08.813001;607
2023-06-22 17:03:09.312830;604
2023-06-22 17:03:09.812735;604
2023-06-22 17:03:10.303250;601
2023-06-22 17:03:10.812666;601
2023-06-22 17:03:11.305099;601
2023-06-22 17:03:11.812568;601
2023-06-22 17:03:12.307547;600
2023-06-22 17:03:12.812408;600
2023-06-22 17:03:13.310601;598
2023-06-22 17:03:13.811603;598
2023-06-22 17:03:14.313054;597
2023-06-22 17:03:14.813668;597
2023-06-22 17:03:15.303083;595
2023-06-22 17:03:15.814507;595
2023-06-22 17:03:16.301087;593
2023-06-22 17:03:16.814141;593
2023-06-22 17:03:17.312533;591
2023-06-22 17:03:17.813141;591
2023-06-22 17:03:18.312702;589
2023-06-22 17:03:18.801636;589
2023-06-22 17:03:19.312830;587
2023-06-22 17:03:19.799257;587
2023-06-22 17:03:20.305229;587
2023-06-22 17:03:20.812544;587
2023-06-22 17:03:21.312607;585
2023-06-22 17:03:21.812666;585
2023-06-22 17:03:22.312860;583
2023-06-22 17:03:22.812981;583
2023-06-22 17:03:23.312666;581
2023-06-22 17:03:23.806149;581
2023-06-22 17:03:24.312383;579
2023-06-22 17:03:24.812988;579
2023-06-22 17:03:25.313040;578
2023-06-22 17:03:25.798949;578
2023-06-22 17:03:26.313053;576
2023-06-22 17:03:26.812811;576
2023-06-22 17:03:27.304440;574
2023-06-22 17:03:27.812605;574
2023-06-22 17:03:28.304849;573
2023-06-22 17:03:28.801733;573
2023-06-22 17:03:29.315375;572
2023-06-22 17:03:29.815080;572
2023-06-22 17:03:30.314566;570
2023-06-22 17:03:30.812411;570
2023-06-22 17:03:31.312607;570
2023-06-22 17:03:31.805284;570
2023-06-22 17:03:32.312531;568
2023-06-22 17:03:32.812662;568
2023-06-22 17:03:33.313220;568
2023-06-22 17:03:33.812615;568
2023-06-22 17:03:34.312563;565
2023-06-22 17:03:34.812482;565
2023-06-22 17:03:35.315802;565
2023-06-22 17:03:35.803017;565
2023-06-22 17:03:36.305010;564
2023-06-22 17:03:36.800984;564
2023-06-22 17:03:37.305063;563
2023-06-22 17:03:37.814179;563
2023-06-22 17:03:38.312912;561
2023-06-22 17:03:38.812949;561
2023-06-22 17:03:39.312959;561
2023-06-22 17:03:39.801567;561
2023-06-22 17:03:40.306453;558
2023-06-22 17:03:40.806142;558
2023-06-22 17:03:41.312999;557
2023-06-22 17:03:41.801264;557
2023-06-22 17:03:42.314449;556
2023-06-22 17:03:42.812778;556
2023-06-22 17:03:43.315581;556
2023-06-22 17:03:43.803046;556
2023-06-22 17:03:44.312451;555
2023-06-22 17:03:44.812702;555
2023-06-22 17:03:45.302926;555
2023-06-22 17:03:45.812927;555
2023-06-22 17:03:46.312594;554
2023-06-22 17:03:46.802320;554
2023-06-22 17:03:47.312437;553
2023-06-22 17:03:47.812784;553
2023-06-22 17:03:48.312617;551
2023-06-22 17:03:48.812779;551
2023-06-22 17:03:49.312538;550
2023-06-22 17:03:49.816523;550
2023-06-22 17:03:50.312806;550
2023-06-22 17:03:50.812775;550
2023-06-22 17:03:51.312354;550
2023-06-22 17:03:51.812488;549
2023-06-22 17:03:52.307173;549
2023-06-22 17:03:52.812802;548
2023-06-22 17:03:53.314403;548
2023-06-22 17:03:53.811574;547
2023-06-22 17:03:54.312457;547
2023-06-22 17:03:54.813710;547
2023-06-22 17:03:55.317324;547
2023-06-22 17:03:55.817715;545
2023-06-22 17:03:56.312630;545
2023-06-22 17:03:56.812750;545
2023-06-22 17:03:57.315383;545
2023-06-22 17:03:57.812754;544
2023-06-22 17:03:58.305215;544
2023-06-22 17:03:58.812751;543
2023-06-22 17:03:59.312465;543
2023-06-22 17:03:59.812393;542
2023-06-22 17:04:00.312628;542
2023-06-22 17:04:00.812706;541
2023-06-22 17:04:01.312694;541
2023-06-22 17:04:01.817570;541
2023-06-22 17:04:02.312809;541
2023-06-22 17:04:02.812322;540
2023-06-22 17:04:03.312915;540
2023-06-22 17:04:03.803091;539
2023-06-22 17:04:04.305443;539
2023-06-22 17:04:04.802091;539
2023-06-22 17:04:05.312557;539
2023-06-22 17:04:05.806302;538
2023-06-22 17:04:06.302319;538
2023-06-22 17:04:06.803925;537
2023-06-22 17:04:07.304696;537
2023-06-22 17:04:07.807033;536
2023-06-22 17:04:08.312708;536
2023-06-22 17:04:08.819037;536
2023-06-22 17:04:09.312512;536
2023-06-22 17:04:09.818535;535
2023-06-22 17:04:10.317570;535
2023-06-22 17:04:10.804222;534
2023-06-22 17:04:11.312667;534
2023-06-22 17:04:11.813794;534
2023-06-22 17:04:12.312702;534
2023-06-22 17:04:12.815773;534
2023-06-22 17:04:13.312563;534
2023-06-22 17:04:13.802924;533
2023-06-22 17:04:14.312551;533
2023-06-22 17:04:14.812412;533
2023-06-22 17:04:15.303750;533
2023-06-22 17:04:15.818776;533
2023-06-22 17:04:16.318843;533
2023-06-22 17:04:16.812612;533
2023-06-22 17:04:17.316837;533
2023-06-22 17:04:17.803438;532
2023-06-22 17:04:18.312999;532
2023-06-22 17:04:18.812859;532
2023-06-22 17:04:19.312374;532
2023-06-22 17:04:19.812569;531
2023-06-22 17:04:20.306250;531
2023-06-22 17:04:20.805199;530
2023-06-22 17:04:21.304218;530
2023-06-22 17:04:21.812465;530
2023-06-22 17:04:22.312789;530
2023-06-22 17:04:22.817656;530
2023-06-22 17:04:23.317945;530
2023-06-22 17:04:23.818552;529
2023-06-22 17:04:24.305683;529
2023-06-22 17:04:24.817571;529
2023-06-22 17:04:25.316279;529
2023-06-22 17:04:25.814307;529
2023-06-22 17:04:26.302083;529
2023-06-22 17:04:26.817017;528
2023-06-22 17:04:27.312385;528
2023-06-22 17:04:27.815985;528
2023-06-22 17:04:28.314683;528
2023-06-22 17:04:28.816242;528
2023-06-22 17:04:29.315620;528
2023-06-22 17:04:29.819221;528
2023-06-22 17:04:30.319147;528
2023-06-22 17:04:30.819025;527
2023-06-22 17:04:31.318732;527
2023-06-22 17:04:31.817412;527
2023-06-22 17:04:32.318646;527
2023-06-22 17:04:32.817196;526
2023-06-22 17:04:33.314808;526
2023-06-22 17:04:33.805449;526
2023-06-22 17:04:34.312573;526
2023-06-22 17:04:34.817934;525
2023-06-22 17:04:35.317042;525
2023-06-22 17:04:35.815917;525
2023-06-22 17:04:36.315583;525
2023-06-22 17:04:36.816529;525
2023-06-22 17:04:37.317860;525
2023-06-22 17:04:37.818104;525
2023-06-22 17:04:38.319338;525
2023-06-22 17:04:38.816901;524
2023-06-22 17:04:39.316272;524
2023-06-22 17:04:39.815767;524
2023-06-22 17:04:40.303031;524
2023-06-22 17:04:40.816689;524
2023-06-22 17:04:41.312552;524
2023-06-22 17:04:41.812721;524
2023-06-22 17:04:42.316841;524
2023-06-22 17:04:42.816450;523
2023-06-22 17:04:43.316866;523
2023-06-22 17:04:43.817778;523
2023-06-22 17:04:44.316557;523
2023-06-22 17:04:44.819751;523
2023-06-22 17:04:45.304113;523
2023-06-22 17:04:45.817676;523
2023-06-22 17:04:46.319128;523
2023-06-22 17:04:46.817978;522
2023-06-22 17:04:47.318265;522
2023-06-22 17:04:47.817062;523
2023-06-22 17:04:48.317375;523
2023-06-22 17:04:48.815205;522
2023-06-22 17:04:49.317470;522
2023-06-22 17:04:49.817278;523
2023-06-22 17:04:50.318666;523
2023-06-22 17:04:50.814522;521
2023-06-22 17:04:51.317625;521
2023-06-22 17:04:51.816761;521
2023-06-22 17:04:52.312542;521
2023-06-22 17:04:52.805622;521
2023-06-22 17:04:53.318916;521
2023-06-22 17:04:53.818517;521
2023-06-22 17:04:54.318091;521
2023-06-22 17:04:54.812871;521
2023-06-22 17:04:55.312791;521
2023-06-22 17:04:55.805541;521
2023-06-22 17:04:56.312523;521
2023-06-22 17:04:56.812933;521
2023-06-22 17:04:57.312553;521
2023-06-22 17:04:57.819028;520
2023-06-22 17:04:58.318975;520
2023-06-22 17:04:58.818256;520
2023-06-22 17:04:59.319084;520
2023-06-22 17:04:59.818817;520
2023-06-22 17:05:00.319587;520
2023-06-22 17:05:00.818214;520
2023-06-22 17:05:01.319223;520
2023-06-22 17:05:01.819130;520
2023-06-22 17:05:02.318522;520
2023-06-22 17:05:02.812740;519
2023-06-22 17:05:03.312569;519
2023-06-22 17:05:03.821634;519
2023-06-22 17:05:04.321537;519
2023-06-22 17:05:04.820306;519
2023-06-22 17:05:05.320172;519
2023-06-22 17:05:05.818805;519
2023-06-22 17:05:06.320047;519
2023-06-22 17:05:06.818196;519
2023-06-22 17:05:07.312541;519
2023-06-22 17:05:07.807568;519
2023-06-22 17:05:08.312502;519
2023-06-22 17:05:08.812681;520
2023-06-22 17:05:09.306436;520
2023-06-22 17:05:09.813057;521
2023-06-22 17:05:10.318974;521
2023-06-22 17:05:10.812983;520
2023-06-22 17:05:11.321981;520
2023-06-22 17:05:11.818645;520
2023-06-22 17:05:12.319406;520
2023-06-22 17:05:12.820858;519
2023-06-22 17:05:13.320026;519
2023-06-22 17:05:13.819847;519
2023-06-22 17:05:14.320487;519
2023-06-22 17:05:14.817899;519
2023-06-22 17:05:15.305867;519
2023-06-22 17:05:15.806828;519
2023-06-22 17:05:16.316202;519
2023-06-22 17:05:16.817540;519
2023-06-22 17:05:17.316528;519
2023-06-22 17:05:17.821709;520
2023-06-22 17:05:18.321848;520
2023-06-22 17:05:18.822052;520
2023-06-22 17:05:19.321849;520
2023-06-22 17:05:19.817692;520
2023-06-22 17:05:20.317807;520
2023-06-22 17:05:20.817989;520
2023-06-22 17:05:21.312659;520
2023-06-22 17:05:21.812545;521
2023-06-22 17:05:22.319847;521
2023-06-22 17:05:22.812812;520
2023-06-22 17:05:23.307375;520
2023-06-22 17:05:23.815721;521
2023-06-22 17:05:24.313282;521
2023-06-22 17:05:24.822314;521
2023-06-22 17:05:25.319799;521
2023-06-22 17:05:25.817237;521
2023-06-22 17:05:26.321399;521
2023-06-22 17:05:26.817237;521
2023-06-22 17:05:27.318521;521
2023-06-22 17:05:27.816763;520
2023-06-22 17:05:28.316731;520
2023-06-22 17:05:28.818881;520
2023-06-22 17:05:29.320662;520
2023-06-22 17:05:29.818093;521
2023-06-22 17:05:30.319242;521
2023-06-22 17:05:30.819256;521
2023-06-22 17:05:31.316163;521
2023-06-22 17:05:31.821905;521
2023-06-22 17:05:32.320308;521
2023-06-22 17:05:32.812492;522
2023-06-22 17:05:33.322368;522
2023-06-22 17:05:33.818368;521
2023-06-22 17:05:34.320819;521
2023-06-22 17:05:34.813539;522
2023-06-22 17:05:35.320237;522
2023-06-22 17:05:35.816602;522
2023-06-22 17:05:36.319977;522
2023-06-22 17:05:36.813655;522
2023-06-22 17:05:37.317619;522
2023-06-22 17:05:37.809851;522
2023-06-22 17:05:38.318688;522
2023-06-22 17:05:38.821673;522
2023-06-22 17:05:39.322497;522
2023-06-22 17:05:39.817871;523
2023-06-22 17:05:40.321780;523
2023-06-22 17:05:40.821041;523
2023-06-22 17:05:41.317901;523
2023-06-22 17:05:41.821843;523
2023-06-22 17:05:42.320651;523
2023-06-22 17:05:42.818161;523
2023-06-22 17:05:43.317048;524
2023-06-22 17:05:43.820316;524
2023-06-22 17:05:44.319831;524
2023-06-22 17:05:44.820560;524
2023-06-22 17:05:45.322070;524
2023-06-22 17:05:45.821874;524
2023-06-22 17:05:46.322120;524
2023-06-22 17:05:46.821768;524
2023-06-22 17:05:47.319308;525
2023-06-22 17:05:47.818285;525
2023-06-22 17:05:48.321187;524
2023-06-22 17:05:48.822640;524
2023-06-22 17:05:49.319812;524
2023-06-22 17:05:49.817851;524
2023-06-22 17:05:50.318841;524
2023-06-22 17:05:50.819687;524
2023-06-22 17:05:51.318719;524
2023-06-22 17:05:51.811079;524
2023-06-22 17:05:52.320217;524
2023-06-22 17:05:52.818009;524
2023-06-22 17:05:53.322742;524
2023-06-22 17:05:53.809219;524
2023-06-22 17:05:54.313544;524
2023-06-22 17:05:54.822951;524
2023-06-22 17:05:55.322128;524
2023-06-22 17:05:55.822197;524
2023-06-22 17:05:56.322575;524
2023-06-22 17:05:56.821054;524
2023-06-22 17:05:57.320744;525
2023-06-22 17:05:57.821264;525
2023-06-22 17:05:58.320688;524
2023-06-22 17:05:58.814467;524
2023-06-22 17:05:59.316519;524
2023-06-22 17:05:59.822215;524
2023-06-22 17:06:00.323339;524
2023-06-22 17:06:00.823702;524
2023-06-22 17:06:01.323862;525
2023-06-22 17:06:01.823431;525
2023-06-22 17:06:02.322800;525
2023-06-22 17:06:02.822410;525
2023-06-22 17:06:03.322365;526
2023-06-22 17:06:03.821715;526
2023-06-22 17:06:04.312630;526
2023-06-22 17:06:04.821667;526
2023-06-22 17:06:05.321240;526
2023-06-22 17:06:05.820749;526
2023-06-22 17:06:06.325201;526
2023-06-22 17:06:06.821810;526
2023-06-22 17:06:07.319933;527
2023-06-22 17:06:07.812062;527
2023-06-22 17:06:08.318818;527
2023-06-22 17:06:08.822699;527
2023-06-22 17:06:09.315522;527
2023-06-22 17:06:09.820427;527
2023-06-22 17:06:10.314945;527
2023-06-22 17:06:10.821966;527
2023-06-22 17:06:11.323097;528
2023-06-22 17:06:11.810338;528
2023-06-22 17:06:12.319668;528
2023-06-22 17:06:12.819565;528
2023-06-22 17:06:13.324510;528
2023-06-22 17:06:13.825665;528
2023-06-22 17:06:14.322824;528
2023-06-22 17:06:14.820805;528
2023-06-22 17:06:15.312385;528
2023-06-22 17:06:15.823595;528
2023-06-22 17:06:16.323390;528
2023-06-22 17:06:16.816706;528
2023-06-22 17:06:17.321943;529
2023-06-22 17:06:17.821400;529
2023-06-22 17:06:18.320481;530
2023-06-22 17:06:18.822249;530
2023-06-22 17:06:19.311263;530
2023-06-22 17:06:19.825624;530
2023-06-22 17:06:20.325871;530
2023-06-22 17:06:20.825723;530
2023-06-22 17:06:21.318278;529
2023-06-22 17:06:21.824506;529
2023-06-22 17:06:22.325001;530
2023-06-22 17:06:22.810970;530
2023-06-22 17:06:23.324188;530
2023-06-22 17:06:23.822446;530
2023-06-22 17:06:24.323455;530
2023-06-22 17:06:24.823812;530
2023-06-22 17:06:25.323075;531
2023-06-22 17:06:25.814970;531
2023-06-22 17:06:26.312380;530
2023-06-22 17:06:26.821492;530
2023-06-22 17:06:27.324284;530
2023-06-22 17:06:27.818973;530
2023-06-22 17:06:28.322937;530
2023-06-22 17:06:28.823694;530
2023-06-22 17:06:29.324223;530
2023-06-22 17:06:29.825017;530
2023-06-22 17:06:30.324050;530
2023-06-22 17:06:30.824239;530
2023-06-22 17:06:31.324001;530
2023-06-22 17:06:31.823142;530
2023-06-22 17:06:32.323226;530
2023-06-22 17:06:32.822811;530
2023-06-22 17:06:33.323073;530
2023-06-22 17:06:33.826486;530
2023-06-22 17:06:34.326566;531
2023-06-22 17:06:34.825332;531
2023-06-22 17:06:35.325860;531
2023-06-22 17:06:35.825303;531
2023-06-22 17:06:36.324638;531
2023-06-22 17:06:36.823493;531
2023-06-22 17:06:37.324932;531
2023-06-22 17:06:37.825090;531
2023-06-22 17:06:38.324439;531
2023-06-22 17:06:38.823890;531
2023-06-22 17:06:39.323699;531
2023-06-22 17:06:39.823307;531
2023-06-22 17:06:40.322581;531
2023-06-22 17:06:40.825964;531
2023-06-22 17:06:41.326773;531
2023-06-22 17:06:41.824537;531
2023-06-22 17:06:42.326450;532
2023-06-22 17:06:42.820251;532
2023-06-22 17:06:43.325527;531
2023-06-22 17:06:43.824975;531
2023-06-22 17:06:44.322656;531
2023-06-22 17:06:44.821643;531
2023-06-22 17:06:45.324820;532
2023-06-22 17:06:45.821925;532
2023-06-22 17:06:46.324414;532
2023-06-22 17:06:46.818967;532
2023-06-22 17:06:47.320027;532
2023-06-22 17:06:47.827539;532
2023-06-22 17:06:48.322031;532
2023-06-22 17:06:48.822972;532
2023-06-22 17:06:49.323948;531
2023-06-22 17:06:49.825801;531
2023-06-22 17:06:50.321628;531
2023-06-22 17:06:50.825973;531
2023-06-22 17:06:51.325383;531
2023-06-22 17:06:51.825153;531
2023-06-22 17:06:52.320308;531
2023-06-22 17:06:52.815974;531
2023-06-22 17:06:53.324449;531
2023-06-22 17:06:53.822373;531
2023-06-22 17:06:54.320102;531
2023-06-22 17:06:54.820256;531
2023-06-22 17:06:55.318758;531
2023-06-22 17:06:55.827067;531
2023-06-22 17:06:56.322488;531
2023-06-22 17:06:56.823267;531
2023-06-22 17:06:57.322904;531
2023-06-22 17:06:57.825886;531
2023-06-22 17:06:58.323026;531
2023-06-22 17:06:58.817640;531
2023-06-22 17:06:59.322276;531
2023-06-22 17:06:59.824343;531
2023-06-22 17:07:00.324908;530
2023-06-22 17:07:00.824535;530
2023-06-22 17:07:01.327753;530
2023-06-22 17:07:01.825738;530
2023-06-22 17:07:02.315851;530
2023-06-22 17:07:02.819337;530
2023-06-22 17:07:03.322739;529
2023-06-22 17:07:03.823742;529
2023-06-22 17:07:04.318790;529
2023-06-22 17:07:04.825901;529
2023-06-22 17:07:05.324248;529
2023-06-22 17:07:05.826272;529
2023-06-22 17:07:06.325652;530
2023-06-22 17:07:06.819013;530
2023-06-22 17:07:07.325240;529
2023-06-22 17:07:07.813490;529
2023-06-22 17:07:08.319297;529
2023-06-22 17:07:08.813197;529
2023-06-22 17:07:09.322540;529
2023-06-22 17:07:09.825692;529
2023-06-22 17:07:10.327569;529
2023-06-22 17:07:10.821691;529
2023-06-22 17:07:11.319830;528
2023-06-22 17:07:11.827049;528
2023-06-22 17:07:12.326714;528
2023-06-22 17:07:12.814688;528
2023-06-22 17:07:13.326191;528
2023-06-22 17:07:13.825951;528
2023-06-22 17:07:14.325281;528
2023-06-22 17:07:14.825232;528
2023-06-22 17:07:15.328487;527
2023-06-22 17:07:15.827207;527
2023-06-22 17:07:16.328246;528
2023-06-22 17:07:16.828891;528
2023-06-22 17:07:17.327500;527
2023-06-22 17:07:17.827234;527
2023-06-22 17:07:18.327357;527
2023-06-22 17:07:18.826758;527
2023-06-22 17:07:19.326195;527
2023-06-22 17:07:19.826048;527
2023-06-22 17:07:20.325469;526
2023-06-22 17:07:20.826030;526
2023-06-22 17:07:21.325968;526
2023-06-22 17:07:21.829427;526
2023-06-22 17:07:22.328381;526
2023-06-22 17:07:22.825728;526
2023-06-22 17:07:23.328830;526
2023-06-22 17:07:23.827677;526
2023-06-22 17:07:24.328244;526
2023-06-22 17:07:24.827215;526
2023-06-22 17:07:25.327982;526
2023-06-22 17:07:25.826809;526
2023-06-22 17:07:26.327495;526
2023-06-22 17:07:26.824058;526
2023-06-22 17:07:27.326721;526
2023-06-22 17:07:27.825044;526
2023-06-22 17:07:28.326334;526
2023-06-22 17:07:28.828981;526
2023-06-22 17:07:29.328746;526
2023-06-22 17:07:29.828476;525
2023-06-22 17:07:30.323505;525
